timestamp,frame_number,group_id,magic_number,x,y,0,1,2,3,4,5,6,7
7635715959,63,10,23,4,4,139,146,126,126,127,130,127,127
7737932459,64,10,23,4,4,142,149,128,128,127,128,127,127
7737957167,64,10,23,5,4,128,127,127,128,130,128,128,128
7807156875,65,10,23,5,3,128,131,128,127,127,128,127,128
7807178292,65,10,23,3,4,127,127,147,134,127,128,128,128
7907660584,66,10,23,4,4,145,124,128,128,127,128,127,127
7971285542,67,10,23,4,4,127,128,128,128,127,128,127,127
8137604209,69,10,23,5,4,128,127,127,128,130,128,128,126
8237785500,70,10,23,3,4,127,124,149,139,127,128,133,139
8307428209,71,10,23,3,4,127,125,149,145,127,128,122,128
8404354542,72,10,23,4,4,130,131,128,128,127,128,127,127
8404375625,72,10,23,2,4,133,136,128,128,128,128,127,131
8504793750,73,10,23,3,4,127,127,131,144,127,128,126,128
8504813000,73,10,23,2,4,145,136,128,128,128,128,127,135
8573985000,74,10,23,5,4,127,127,126,128,130,128,128,126
8671703959,75,10,23,2,4,148,136,128,128,128,128,127,137
8671728709,75,10,23,3,4,127,127,128,124,133,128,128,128
8741042042,76,10,23,2,4,148,133,128,128,128,128,127,140
8841081875,77,10,23,4,4,130,131,128,128,127,128,127,127
8841105792,77,10,23,2,4,145,130,122,141,130,128,127,140
8907818500,78,10,23,2,4,145,130,128,128,116,136,127,143
9009411042,79,10,23,5,4,128,127,127,128,130,128,128,127
9009430209,79,10,23,3,4,127,127,131,130,127,128,128,128
9072770334,80,10,23,1,4,127,127,141,135,128,127,128,127
9072793375,80,10,23,2,4,130,127,128,128,125,129,127,149
9173654750,81,10,23,2,4,127,127,128,128,126,129,127,129
9242471459,82,10,23,1,4,127,127,143,140,130,127,128,127
9242492209,82,10,23,4,4,129,131,128,128,127,128,127,127
9341954292,83,10,23,2,4,130,127,128,128,127,129,124,128
9507144750,85,10,23,3,4,127,127,131,130,127,128,128,128
9507165917,85,10,23,1,4,126,128,142,140,140,131,127,128
9635851292,86,10,23,1,3,127,127,127,127,128,127,131,132
9635881125,86,10,23,1,4,128,128,135,145,127,128,127,128
9772372917,88,10,23,1,3,127,127,127,127,128,127,139,143
9772392292,88,10,23,2,4,129,128,127,127,127,127,128,130
9772397875,88,10,23,1,4,128,128,125,123,130,128,127,128
9841990375,89,10,23,1,3,133,128,127,127,128,127,145,144
9842011959,89,10,23,3,4,128,128,130,129,128,127,127,127
10007376209,91,10,23,1,3,124,125,133,130,128,127,151,135
10176434125,93,10,23,1,4,128,128,127,128,128,128,127,128
10176458459,93,10,23,1,3,127,127,127,127,125,127,156,129
10275754709,94,10,23,1,2,129,127,128,128,128,127,127,138
10380495209,95,10,23,1,3,127,127,127,127,129,131,116,126
10545667209,97,10,23,1,3,127,127,127,127,131,125,128,126
10545697125,97,10,23,2,4,129,128,127,127,127,127,128,130
10641099125,98,10,23,1,2,130,127,128,128,128,138,124,146
10777613209,100,10,23,1,2,130,127,128,128,129,127,127,148
10876974834,101,10,23,1,2,131,127,127,128,140,130,127,152
10877003709,101,10,23,1,3,127,127,127,127,128,127,130,126
10942414959,102,10,23,1,1,127,127,142,128,128,127,255,140
10942438542,102,10,23,1,2,133,127,128,128,140,130,127,139
11041007792,103,10,23,1,4,128,128,127,128,127,128,127,128
11041028209,103,10,23,1,1,127,127,142,128,128,128,255,145
11041034917,103,10,23,1,2,129,128,128,128,141,130,127,121
11140173834,104,10,23,1,2,127,125,131,131,139,128,127,128
11214307042,105,10,23,1,2,127,127,122,131,135,127,127,128
11376734625,107,10,23,1,3,127,127,127,127,128,127,129,126
11475857292,108,10,23,1,1,124,130,142,128,127,127,255,159
11475879209,108,10,23,1,2,127,127,126,128,129,127,127,128
11475884792,108,10,23,2,1,128,127,127,128,127,127,145,131
11643977875,110,10,23,1,1,127,134,142,128,128,128,255,127
11709882500,111,10,23,1,3,127,127,127,127,128,127,129,126
11709905125,111,10,23,1,1,131,137,142,128,128,127,255,127
11810009125,112,10,23,1,2,127,127,126,128,128,127,127,128
11875836834,113,10,23,1,1,125,130,139,127,128,126,255,133
11875859209,113,10,23,2,1,128,127,128,128,143,129,149,132
11976481042,114,10,23,2,1,128,127,143,123,124,125,152,134
12044405917,115,10,23,2,1,126,130,128,126,127,127,154,134
12210606292,117,10,23,1,2,127,127,128,128,128,127,127,128
12210627125,117,10,23,3,1,128,128,128,128,127,137,129,127
12310294417,118,10,23,2,1,128,130,144,128,128,127,116,137
12411471625,119,10,23,2,1,134,131,144,128,128,127,128,124
12411500459,119,10,23,3,1,127,127,127,127,127,144,130,128
12743878917,123,10,23,1,2,128,128,127,127,127,128,128,127
12743905250,123,10,23,2,1,125,126,127,127,126,128,130,127
12743912917,123,10,23,3,1,129,142,126,128,127,150,127,128
12909227875,125,10,23,3,1,127,142,127,128,127,149,128,128
12976770834,126,10,23,3,1,127,146,128,129,128,117,127,128
13076402500,127,10,23,3,1,128,143,131,132,124,128,126,127
13144265167,128,10,23,3,1,127,137,122,127,125,131,126,127
13144284542,128,10,23,2,1,127,126,128,126,127,128,130,127
13144292625,128,10,23,4,1,127,129,129,128,130,145,139,127
13245292584,129,10,23,4,1,127,129,144,135,119,121,141,127
13344270792,130,10,23,3,1,127,135,128,128,126,131,127,128
13344293500,130,10,23,4,1,127,129,131,126,122,127,144,127
13410379292,131,10,23,5,1,127,127,128,128,130,140,128,128
13410400959,131,10,23,4,1,127,129,139,128,124,127,144,127
13577803084,133,10,23,4,1,127,129,140,129,125,127,113,129
13577824959,133,10,23,2,1,127,126,128,127,127,128,130,127
13676884667,134,10,23,3,1,127,127,126,127,127,131,127,128
13676909084,134,10,23,4,1,133,130,137,128,126,126,126,123
13744495875,135,10,23,5,1,130,128,128,128,130,148,124,132
13744511250,135,10,23,4,1,124,120,132,127,126,127,128,127
13841497584,136,10,23,5,2,128,127,128,132,136,128,127,128
14008556667,138,10,23,2,1,125,126,128,127,126,128,130,127
14008577959,138,10,23,5,1,127,127,128,128,133,151,128,128
14008593625,138,10,23,5,2,128,128,131,143,128,128,127,128
14109551375,139,10,23,3,1,127,127,126,128,126,131,127,128
14109572834,139,10,23,5,2,128,128,137,146,128,128,127,128
14175896667,140,10,23,4,1,127,129,127,128,126,127,128,127
14175913834,140,10,23,5,1,127,127,128,128,136,123,128,128
14442012625,143,10,23,5,1,130,137,125,128,127,127,128,128
14442031709,143,10,23,5,2,128,127,137,149,128,128,127,128
14442038625,143,10,23,6,1,127,128,128,128,128,127,136,129
14442044875,143,10,23,3,1,127,127,127,127,126,130,126,128
14442051250,143,10,23,6,2,128,128,129,128,147,130,127,127
14510671959,144,10,23,5,1,124,129,126,128,127,127,128,128
14609039042,145,10,23,4,1,127,128,129,127,126,127,127,127
14609063167,145,10,23,6,2,128,129,129,128,123,123,133,131
14845489959,148,10,23,6,1,127,127,128,128,128,127,127,126
14845511750,148,10,23,5,2,128,130,154,131,128,128,127,127
14945204125,149,10,23,5,1,127,128,128,128,127,127,128,128
14945230417,149,10,23,4,1,127,129,129,127,126,127,128,127
14945237625,149,10,23,6,3,128,128,136,143,131,127,128,128
15013320792,150,10,23,6,2,127,128,129,128,128,126,127,127
15013340584,150,10,23,6,3,128,128,139,147,128,127,128,128
15111368834,151,10,23,5,2,128,130,122,128,128,128,127,128
15111392167,151,10,23,5,2,128,136,126,128,128,128,127,128
15276047125,153,10,23,6,1,127,127,128,128,128,127,127,126
15276070625,153,10,23,5,1,127,128,128,128,127,127,128,128
15377489667,154,10,23,6,3,128,128,142,146,128,127,128,128
15377511334,154,10,23,6,2,126,128,128,128,128,126,126,124
15444739667,155,10,23,6,3,128,128,148,140,128,125,138,128
15543828792,156,10,23,6,3,127,128,150,139,128,124,123,130
15543855459,156,10,23,5,2,128,127,131,128,128,128,127,128
15710538500,158,10,23,6,1,128,128,127,127,127,128,128,127
15710564750,158,10,23,5,1,128,127,127,127,128,128,127,127
15777604834,159,10,23,6,3,127,128,153,133,128,127,128,128
15876912292,160,10,23,6,2,126,128,128,128,128,127,127,127
15876934209,160,10,23,5,4,128,128,147,127,127,127,127,127
15876940542,160,10,23,6,3,129,127,129,128,127,128,128,127
15876945750,160,10,23,6,4,126,128,127,128,128,137,128,128
15941987500,161,10,23,5,2,128,127,131,128,128,128,127,128
16146971250,163,10,23,6,4,127,127,128,124,122,142,130,127
16209778042,164,10,23,6,4,124,127,128,127,127,131,121,127
16209797709,164,10,23,5,4,129,142,147,127,127,127,127,127
16310113750,165,10,23,6,3,126,127,129,129,127,128,127,127
16310131500,165,10,23,5,4,123,122,150,127,127,127,130,134
16377480500,166,10,23,5,2,127,128,130,127,127,127,128,127
16545476625,168,10,23,4,4,134,146,127,127,128,127,128,128
16644411750,169,10,23,6,4,125,127,128,127,127,128,127,127
16644437209,169,10,23,5,4,129,128,134,130,127,127,127,126
16707419500,170,10,23,6,3,126,127,129,129,127,128,127,127
16875386042,172,10,23,4,4,135,148,131,137,128,127,128,128
16975354792,173,10,23,4,4,137,149,124,129,121,145,128,128
16975377459,173,10,23,5,4,129,128,129,127,127,127,127,125
17043939084,174,10,23,6,4,126,127,128,127,127,128,127,127
17043961292,174,10,23,4,4,141,146,127,128,128,119,128,128
17141155459,175,10,23,6,3,126,127,129,128,127,128,127,127
17244105625,176,10,23,3,4,128,128,149,133,128,127,127,127
17308653834,177,10,23,4,4,137,119,127,128,128,127,128,128
17308676000,177,10,23,3,4,128,128,149,136,128,127,127,127
17308681917,177,10,23,4,4,128,128,126,127,128,127,129,132
17407540834,178,10,23,5,4,129,128,129,126,126,127,127,124
17474117167,179,10,23,6,4,125,127,128,127,127,128,127,127
17474137959,179,10,23,3,4,139,125,147,139,128,127,127,130
17576237375,180,10,23,3,4,126,128,143,145,128,127,125,124
17741736375,182,10,23,3,4,128,128,134,146,128,127,131,127
17741756792,182,10,23,2,4,127,137,133,127,127,127,128,128
17741764959,182,10,23,4,4,131,128,127,127,128,126,128,128
17810869959,183,10,23,5,4,128,128,129,126,126,127,127,127
17810892834,183,10,23,3,4,128,128,125,133,128,129,133,127
17906098125,184,10,23,3,4,128,128,128,124,131,130,133,127
18012401917,185,10,23,2,4,127,140,137,130,127,127,128,128
18078744584,186,10,23,2,4,127,143,133,130,127,127,128,128
18181323875,187,10,23,2,3,120,127,128,128,127,127,130,142
18181344750,187,10,23,4,4,131,128,127,127,128,127,128,128
18181352167,187,10,23,2,4,127,143,139,127,127,127,128,128
18410183667,190,10,23,2,4,127,125,133,129,127,127,128,128
18510630792,191,10,23,2,4,127,127,124,127,130,127,128,128
18510653292,191,10,23,2,3,128,127,128,128,127,127,136,151
18578311625,192,10,23,4,4,131,128,127,127,128,127,128,128
18674158084,193,10,23,1,3,128,143,129,127,128,127,127,128
18674178209,193,10,23,3,4,128,128,128,127,128,127,127,127
18844002625,195,10,23,1,3,125,133,136,130,128,127,127,128
18844022417,195,10,23,2,3,128,127,128,126,127,127,140,146
18844029625,195,10,23,1,3,127,139,142,130,128,127,127,128
18951169542,196,10,23,2,4,127,128,127,127,127,127,128,128
18951194209,196,10,23,2,3,127,128,127,127,128,128,145,125
19110043292,198,10,23,2,3,127,128,127,126,128,132,119,129
19110069334,198,10,23,3,4,128,128,128,127,128,127,127,127
19110076959,198,10,23,1,3,127,136,148,134,128,127,127,128
19275894125,200,10,23,1,3,128,129,151,138,127,128,128,127
19342058292,201,10,23,2,4,128,127,128,128,128,128,127,127
19442873167,202,10,23,2,3,127,128,127,127,128,128,127,132
19509780542,203,10,23,2,2,127,128,128,127,129,132,142,127
19678357042,205,10,23,2,2,126,128,128,127,129,130,145,127
19678381500,205,10,23,2,4,128,127,128,128,128,128,127,127
19777843167,206,10,23,1,3,128,128,127,125,127,128,128,127
19843261834,207,10,23,2,3,127,128,127,127,128,128,127,132
19942954459,208,10,23,2,2,127,128,128,127,129,146,146,127
20042763542,209,10,23,2,2,127,128,128,128,131,128,145,127
20110285959,210,10,23,2,1,128,135,128,127,127,128,127,127
20211107459,211,10,23,1,3,128,129,130,127,127,128,128,127
20211131459,211,10,23,2,3,127,128,127,125,128,128,127,132
20211138500,211,10,23,2,1,140,133,128,127,127,128,128,127
20280138792,212,10,23,2,2,125,128,128,135,129,139,135,127
20280159959,212,10,23,2,1,145,139,128,127,127,128,128,127
20377320417,213,10,23,2,2,127,128,128,136,135,126,122,128
20544819584,215,10,23,1,3,128,129,130,127,127,128,128,127
20610884000,216,10,23,3,2,127,128,127,128,142,128,127,128
20707991459,217,10,23,2,1,145,140,127,126,126,128,127,127
20708012625,217,10,23,3,1,127,127,127,128,128,128,127,135
20708020417,217,10,23,3,2,127,128,127,128,133,127,127,128
20811628417,218,10,23,2,2,124,128,128,130,129,128,128,127
20811655625,218,10,23,3,1,127,127,126,129,128,128,127,139
20811663375,218,10,23,3,2,127,128,127,128,137,128,127,128
20977598000,220,10,23,2,1,139,131,128,127,126,128,128,127
21040913167,221,10,23,1,3,128,129,130,127,127,128,128,127
21040934584,221,10,23,2,2,127,128,134,142,128,129,128,127
21040939959,221,10,23,2,1,117,127,128,127,127,128,127,127
21144360875,222,10,23,2,2,127,134,126,125,129,128,128,127
21209612667,223,10,23,3,2,127,128,127,128,146,130,127,128
21209634000,223,10,23,3,1,127,127,127,128,129,128,127,139
21476911834,226,10,23,2,1,127,128,128,127,127,128,128,127
21545920959,227,10,23,2,2,127,128,127,127,129,129,128,127
21545941959,227,10,23,3,1,127,127,127,127,129,128,127,129
21545948625,227,10,23,3,3,127,127,128,127,142,139,128,127
21639159500,228,10,23,3,2,127,128,127,128,131,130,132,135
21709786750,229,10,23,3,3,127,127,128,127,139,136,128,127
21709808834,229,10,23,3,2,127,131,130,129,121,122,132,144
21810902334,230,10,23,3,2,122,128,127,128,126,127,130,131
21810923500,230,10,23,3,3,127,127,128,129,142,137,128,127
21916245834,231,10,23,2,1,127,128,128,126,126,128,128,127
21916267375,231,10,23,3,1,127,127,127,128,129,127,127,128
21975979334,232,10,23,2,2,127,128,127,127,129,128,128,127
22080015500,233,10,23,3,3,146,125,128,127,142,140,128,126
22143980209,234,10,23,3,3,151,127,128,127,140,141,128,127
22243658792,235,10,23,3,2,128,127,128,127,130,126,126,127
22243684375,235,10,23,2,1,128,127,127,128,127,127,127,128
22311093250,236,10,23,3,3,151,127,128,127,127,129,128,127
22311116417,236,10,23,3,1,128,128,128,127,128,127,128,127
22410049459,237,10,23,2,2,128,127,129,128,128,127,127,128
22410138417,237,10,23,3,3,151,128,127,128,128,124,132,128
22577214209,239,10,23,3,4,128,128,128,136,131,127,127,127
22577237709,239,10,23,3,3,145,128,127,128,128,129,124,125
22645425250,240,10,23,3,2,128,127,128,127,130,126,126,127
22645447084,240,10,23,3,4,128,128,128,142,129,133,127,127
22740499125,241,10,23,2,1,128,127,127,128,127,127,127,128
22740519750,241,10,23,4,4,129,128,127,126,128,127,128,128
22740526334,241,10,23,3,4,128,128,128,143,140,149,127,127
22740532042,241,10,23,3,1,128,128,127,127,127,128,128,127
22841309125,242,10,23,3,4,128,128,128,136,134,145,127,127
22909858834,243,10,23,3,4,128,128,128,127,137,154,127,127
23008932417,244,10,23,3,2,127,127,128,127,130,126,126,127
23008955209,244,10,23,3,3,122,131,127,128,128,129,127,128
23079609292,245,10,23,3,4,128,128,128,127,138,153,127,127
23079628375,245,10,23,2,1,128,127,127,128,127,127,127,128
23079634167,245,10,23,4,4,129,128,127,126,128,127,128,128
23345929167,248,10,23,3,3,127,128,130,143,128,129,127,128
23418457542,249,10,23,3,4,128,128,128,127,141,132,127,127
23510789917,250,10,23,2,1,128,127,127,128,127,127,127,128
23510814000,250,10,23,3,4,128,128,128,127,125,127,127,127
23510821250,250,10,23,4,4,129,128,127,127,128,127,128,128
23773788167,253,10,23,3,3,127,128,130,149,131,142,121,125
23773814792,253,10,23,3,3,127,128,130,149,122,126,127,128
23912582834,255,10,23,4,4,129,128,127,127,128,127,128,128
23912607875,255,10,23,3,2,133,127,128,127,131,140,121,127
24015219542,256,10,23,3,4,128,128,128,127,128,130,127,127
24015239667,256,10,23,3,2,137,127,128,127,136,150,124,127
24015245375,256,10,23,3,3,127,128,127,136,128,129,127,128
24110887500,257,10,23,3,3,127,128,127,123,128,129,127,128
24177225875,258,10,23,3,2,132,128,128,127,137,154,126,127
24343247542,260,10,23,3,4,128,128,128,127,128,130,127,127
24343271375,260,10,23,3,2,125,127,126,142,139,149,126,127
24444582334,261,10,23,3,2,126,127,128,119,140,150,126,127
24513103584,262,10,23,3,3,127,128,127,130,128,129,127,128
24639936792,263,10,23,3,1,143,140,130,127,126,127,127,127
24639962250,263,10,23,3,2,128,127,128,127,142,142,126,127
24709215459,264,10,23,3,4,128,128,128,127,128,129,127,127
24775565000,265,10,23,3,2,128,127,128,127,139,125,126,127
24874768917,266,10,23,3,2,128,127,128,127,124,124,126,127
24943310250,267,10,23,3,3,127,128,127,128,128,129,127,128
24943332000,267,10,23,3,1,147,137,129,127,128,128,133,127
25209239209,270,10,23,3,1,146,137,129,127,128,138,139,127
25209264917,270,10,23,3,2,127,128,127,128,129,128,127,128
25277643500,271,10,23,3,1,142,137,129,127,128,146,137,127
25277662000,271,10,23,3,3,127,128,127,128,128,129,127,128
25376799084,272,10,23,3,1,128,135,128,128,127,149,138,127
25444231750,273,10,23,3,1,129,126,126,128,127,151,135,126
25640105167,275,10,23,3,2,127,128,130,128,129,128,127,128
25809430167,277,10,23,3,2,127,128,130,147,129,128,127,128
25809452750,277,10,23,3,1,132,127,127,128,127,149,136,126
25975781750,279,10,23,3,1,133,127,128,129,127,112,135,127
25975799542,279,10,23,3,2,127,128,136,150,129,128,127,128
26045079500,280,10,23,3,2,127,128,136,150,129,128,127,128
26045104167,280,10,23,3,1,133,127,127,128,126,127,128,131
26144613542,281,10,23,3,2,127,128,139,150,132,142,127,128
26144640750,281,10,23,3,1,130,127,127,128,127,128,127,121
26208874542,282,10,23,3,2,127,128,143,147,126,125,133,131
26477261917,285,10,23,3,2,126,128,143,143,129,128,143,141
26544635667,286,10,23,3,1,128,127,127,127,127,128,128,126
26544657959,286,10,23,3,2,127,128,145,134,129,128,136,146
26640091375,287,10,23,3,2,127,128,128,129,129,128,136,148
26810308167,289,10,23,3,2,127,125,130,130,129,128,136,146
26976358334,291,10,23,3,1,127,127,128,128,125,128,128,126
27144062709,293,10,23,3,3,131,133,142,133,130,128,128,127
27244532667,294,10,23,3,3,131,139,143,130,133,128,128,127
27310610084,295,10,23,3,2,127,128,130,129,129,128,124,126
27310631250,295,10,23,3,3,131,139,143,131,124,138,128,127
27411205917,296,10,23,3,1,127,127,127,128,126,128,127,126
27411227000,296,10,23,3,3,131,139,141,130,127,122,131,128
27646752084,299,10,23,3,2,127,128,130,128,129,128,127,131
27744702917,300,10,23,3,4,127,127,127,128,148,132,128,128
27744725000,300,10,23,3,3,131,136,128,127,127,128,128,130
27844180625,301,10,23,3,3,134,127,128,127,127,128,128,133
28014184292,303,10,23,3,2,127,128,130,128,129,128,127,130
28243138417,306,10,23,3,3,128,127,128,127,127,128,128,131
28243161709,306,10,23,3,4,127,127,141,140,149,132,128,128
28510245625,309,10,23,3,2,127,128,130,128,129,128,127,129
28510268292,309,10,23,3,4,127,130,143,137,137,129,128,128
28579679542,310,10,23,3,4,127,130,145,137,127,126,128,128
28677340500,311,10,23,3,3,128,127,128,127,127,128,134,130
28944217084,314,10,23,3,4,128,128,146,143,128,127,127,127
28944242500,314,10,23,3,3,127,128,127,128,128,135,138,128
29113336709,316,10,23,3,3,127,128,127,128,128,138,139,128
29113360625,316,10,23,3,4,128,128,127,143,128,128,127,127
29184381292,317,10,23,3,4,128,128,125,122,127,127,127,127
29250960375,318,10,23,3,4,128,128,127,128,126,127,127,127
29510192834,321,10,23,3,3,127,128,129,124,130,147,136,128
29640294750,322,10,23,3,2,129,130,129,128,128,127,128,129
29640322959,322,10,23,3,2,139,139,131,127,128,127,128,129
29640331750,322,10,23,3,3,127,128,128,126,131,154,127,128
29712758667,323,10,23,3,4,128,128,127,128,126,127,127,127
29875115750,325,10,23,3,3,127,128,127,128,132,127,127,128
29875138959,325,10,23,3,2,144,140,131,128,128,127,128,130
30045208125,327,10,23,3,2,143,138,129,127,128,127,137,128
30112464875,328,10,23,3,4,128,128,127,128,126,127,127,127
30112486417,328,10,23,3,2,141,137,129,127,140,136,131,127
30211295709,329,10,23,3,1,129,128,127,127,128,127,131,133
30211315625,329,10,23,3,2,140,140,131,127,128,131,130,128
30279294250,330,10,23,3,2,130,142,135,127,133,129,129,129
30279317334,330,10,23,3,3,127,128,127,128,128,127,127,128
30279323667,330,10,23,3,1,128,128,128,127,127,127,134,144
30378636167,331,10,23,3,1,129,128,128,128,127,127,138,150
30545838167,333,10,23,3,4,128,128,127,128,126,127,127,127
30545860250,333,10,23,3,2,127,127,126,134,131,127,128,127
30612103625,334,10,23,3,1,141,136,128,127,127,127,139,151
30712124375,335,10,23,3,3,127,128,127,128,128,127,127,128
30712145750,335,10,23,3,1,129,137,135,127,127,127,139,150
30876351084,337,10,23,3,1,138,139,129,127,128,126,141,147
30974494084,338,10,23,3,2,128,129,129,127,128,127,128,127
30974518417,338,10,23,3,1,139,138,130,127,127,127,144,140
31045275000,339,10,23,3,3,127,128,127,128,128,127,127,128
31143545125,340,10,23,3,1,139,140,132,126,127,127,142,133
31210353625,341,10,23,3,1,140,142,134,127,128,127,128,126
31312912667,342,10,23,3,2,128,128,129,127,128,127,128,127
31312936375,342,10,23,3,1,139,142,135,128,133,125,126,128
31377496417,343,10,23,3,1,139,141,137,135,128,126,128,130
31480843584,344,10,23,3,1,135,144,137,141,128,127,129,130
31640125542,346,10,23,3,1,126,127,142,149,128,127,129,129
31711063875,347,10,23,3,1,128,128,133,152,128,127,128,130
31813267250,348,10,23,4,1,128,128,127,128,128,136,130,128
31909024167,349,10,23,4,1,127,127,127,130,130,128,128,127
31909042250,349,10,23,3,1,128,127,133,148,127,127,128,129
32078246834,351,10,23,3,1,128,127,137,147,126,128,128,129
32244738875,353,10,23,3,1,128,127,140,141,127,128,128,129
32244763375,353,10,23,4,1,127,128,138,138,129,129,127,127
32311025375,354,10,23,3,1,128,127,136,122,126,128,127,129
32645602167,358,10,23,4,1,127,129,149,134,126,127,127,127
32645624625,358,10,23,5,1,127,128,128,128,145,130,128,128
32745541084,359,10,23,3,1,127,127,128,128,127,128,128,129
32745564625,359,10,23,4,1,127,131,139,139,129,129,127,127
32745571959,359,10,23,5,1,127,128,131,132,124,124,128,128
32845706209,360,10,23,4,1,127,133,143,128,126,129,127,127
32909213167,361,10,23,5,1,127,127,150,134,127,127,128,128
33079504125,363,10,23,5,1,127,128,146,139,128,127,128,128
33079524709,363,10,23,3,1,127,127,128,128,126,128,128,129
33079531292,363,10,23,4,1,127,130,127,129,126,128,127,127
33178994584,364,10,23,5,1,127,127,148,140,128,127,128,128
33246276792,365,10,23,5,1,127,127,149,139,128,127,136,128
33345492000,366,10,23,5,1,153,128,149,136,127,125,129,122
33511957500,368,10,23,5,1,111,132,152,135,127,127,129,128
33511980292,368,10,23,4,1,127,127,127,128,126,129,127,127
33511987959,368,10,23,3,1,128,127,128,128,126,128,127,128
33511994292,368,10,23,5,1,127,124,152,133,127,127,129,128
33676298750,370,10,23,6,2,126,128,126,128,144,140,127,127
33676321417,370,10,23,6,1,127,126,128,128,128,134,127,131
33846072459,372,10,23,5,1,127,128,123,128,127,127,129,128
33846092417,372,10,23,6,1,127,128,128,128,128,138,130,134
33945653417,373,10,23,4,1,127,127,127,128,127,129,127,127
33945675334,373,10,23,6,1,127,128,128,128,128,124,138,134
34009049167,374,10,23,6,1,130,126,128,128,128,127,127,122
34112815792,375,10,23,6,2,128,128,133,147,146,142,127,127
34112844000,375,10,23,6,2,145,131,126,123,145,146,127,127
34179336459,376,10,23,5,1,127,128,128,128,127,127,128,128
34277419292,377,10,23,6,2,125,126,126,128,141,154,127,127
34277438209,377,10,23,4,1,127,127,127,128,126,129,127,127
34345006250,378,10,23,6,2,132,128,126,128,136,151,127,127
34443011167,379,10,23,6,3,127,128,131,139,128,127,128,128
34443032500,379,10,23,6,1,127,128,128,128,128,127,127,128
34510612750,380,10,23,6,2,137,128,126,128,128,130,127,127
34640742542,381,10,23,5,1,127,126,128,128,127,127,128,128
34640765084,381,10,23,6,2,135,128,126,128,131,127,127,130
34678683292,382,10,23,6,3,127,128,133,144,148,134,129,128
34777999792,383,10,23,6,3,129,128,136,147,120,126,144,132
34778025792,383,10,23,6,1,127,127,128,128,128,127,127,128
34942295709,385,10,23,6,3,127,128,137,149,128,126,124,131
34942321375,385,10,23,5,1,127,127,128,128,127,127,128,128
35042506375,386,10,23,6,3,127,128,139,147,128,126,127,148
35042530750,386,10,23,6,2,126,128,126,128,131,127,127,127
35112141334,387,10,23,6,4,128,128,127,128,133,129,128,128
