epoch,train_total_loss,train_loss_mse,train_loss_link,train_mjpe_mean,train_mjpe_NOSE,train_mjpe_LEFT_SHOULDER,train_mjpe_RIGHT_SHOULDER,train_mjpe_LEFT_ELBOW,train_mjpe_RIGHT_ELBOW,train_mjpe_LEFT_WRIST,train_mjpe_RIGHT_WRIST,train_mjpe_LEFT_HIP,train_mjpe_RIGHT_HIP,train_mjpe_LEFT_KNEE,train_mjpe_RIGHT_KNEE,train_mjpe_LEFT_ANKLE,train_mjpe_RIGHT_ANKLE,train_pck_10_mean,train_pck_10_NOSE,train_pck_10_LEFT_SHOULDER,train_pck_10_RIGHT_SHOULDER,train_pck_10_LEFT_ELBOW,train_pck_10_RIGHT_ELBOW,train_pck_10_LEFT_WRIST,train_pck_10_RIGHT_WRIST,train_pck_10_LEFT_HIP,train_pck_10_RIGHT_HIP,train_pck_10_LEFT_KNEE,train_pck_10_RIGHT_KNEE,train_pck_10_LEFT_ANKLE,train_pck_10_RIGHT_ANKLE,train_pck_5_mean,train_pck_5_NOSE,train_pck_5_LEFT_SHOULDER,train_pck_5_RIGHT_SHOULDER,train_pck_5_LEFT_ELBOW,train_pck_5_RIGHT_ELBOW,train_pck_5_LEFT_WRIST,train_pck_5_RIGHT_WRIST,train_pck_5_LEFT_HIP,train_pck_5_RIGHT_HIP,train_pck_5_LEFT_KNEE,train_pck_5_RIGHT_KNEE,train_pck_5_LEFT_ANKLE,train_pck_5_RIGHT_ANKLE,val_total_loss,val_loss_mse,val_loss_link,val_mjpe_mean,val_mjpe_NOSE,val_mjpe_LEFT_SHOULDER,val_mjpe_RIGHT_SHOULDER,val_mjpe_LEFT_ELBOW,val_mjpe_RIGHT_ELBOW,val_mjpe_LEFT_WRIST,val_mjpe_RIGHT_WRIST,val_mjpe_LEFT_HIP,val_mjpe_RIGHT_HIP,val_mjpe_LEFT_KNEE,val_mjpe_RIGHT_KNEE,val_mjpe_LEFT_ANKLE,val_mjpe_RIGHT_ANKLE,val_pck_10_mean,val_pck_10_NOSE,val_pck_10_LEFT_SHOULDER,val_pck_10_RIGHT_SHOULDER,val_pck_10_LEFT_ELBOW,val_pck_10_RIGHT_ELBOW,val_pck_10_LEFT_WRIST,val_pck_10_RIGHT_WRIST,val_pck_10_LEFT_HIP,val_pck_10_RIGHT_HIP,val_pck_10_LEFT_KNEE,val_pck_10_RIGHT_KNEE,val_pck_10_LEFT_ANKLE,val_pck_10_RIGHT_ANKLE,val_pck_5_mean,val_pck_5_NOSE,val_pck_5_LEFT_SHOULDER,val_pck_5_RIGHT_SHOULDER,val_pck_5_LEFT_ELBOW,val_pck_5_RIGHT_ELBOW,val_pck_5_LEFT_WRIST,val_pck_5_RIGHT_WRIST,val_pck_5_LEFT_HIP,val_pck_5_RIGHT_HIP,val_pck_5_LEFT_KNEE,val_pck_5_RIGHT_KNEE,val_pck_5_LEFT_ANKLE,val_pck_5_RIGHT_ANKLE
1,0.028442419351731855,0.028240604017070542,0.00020181533914130176,0.11154504854658086,0.11672041814218202,0.0990367292280209,0.10191918021425642,0.11555612553674151,0.11463378345919624,0.13513244510939165,0.13442504044727027,0.054277225402504,0.05121890054388608,0.10307445524623375,0.0956441139457943,0.16886426042334057,0.15958290058876595,0.5493686826575161,0.5646217737624261,0.6941868312574596,0.6810995525297934,0.5327371994838368,0.5594801097566817,0.4206701534304875,0.42264681584180186,0.8339908771830009,0.8483974024265909,0.52411363063905,0.5707481220008896,0.21439723505386052,0.27470290560526145,0.2671433932335462,0.24134495196645694,0.38400400629831793,0.3825678645099318,0.222524238972635,0.24588716785530623,0.1273302273857326,0.13261604302048174,0.6336752023822606,0.6429872824112036,0.15290975148116392,0.20616773183888543,0.03599491112112022,0.0648546045600285,0.019959143373552722,0.019928592204134857,3.0551179138159574e-05,0.08332366477220486,0.07681532961945249,0.061383486555576156,0.05976747266651049,0.0821575825115894,0.07806662718985664,0.10490162382459539,0.1043225095005032,0.03117145724897074,0.029587338535258405,0.08463323661298663,0.07618348874639921,0.15044877274848117,0.14376867210168784,0.6988864489685097,0.7759081196581197,0.8579594017433645,0.8749732905813092,0.7191951566951567,0.7629896723731631,0.569836182344673,0.5641292735212549,0.9758279914529915,0.9765847578347578,0.6736823361993176,0.7368767806607434,0.2769230769315676,0.3206374643959551,0.3656407657511893,0.34813034188458725,0.48614672365521433,0.524643874660856,0.3121972934494161,0.34059829060041324,0.17031695156695156,0.17205306267806267,0.8529291310880938,0.8629540598120784,0.23457977209675346,0.310861823363946,0.05675747863247863,0.08116096866309133
2,0.01680595795784874,0.016778405435170313,2.755252435571101e-05,0.07512387867099903,0.07144614683924025,0.05475444973210529,0.05558029344052575,0.07294364633734726,0.0708377438324985,0.09556023254897678,0.093910039502412,0.028203554076215935,0.028074402269871793,0.07587061609872453,0.06871182258507302,0.13352295340546136,0.12719448676945308,0.7543559080347456,0.8058095217642939,0.8967141106560174,0.8988337730189256,0.7843253626957626,0.8063561846596684,0.6394792728717955,0.6434279909794722,0.9830112219451371,0.982877627360171,0.7461334348871566,0.7970970817995869,0.38871206374494555,0.43384879857227393,0.4261635973715128,0.4030884534364754,0.5675635418838396,0.566188055104873,0.39594229481421545,0.40670049782957857,0.22890107704729298,0.23479593810892463,0.8881139592488211,0.8896502969759318,0.33252152869040574,0.3958989149646314,0.10072091169785383,0.1300410841723375,0.014777886995016212,0.014753427437408442,2.4459543942683177e-05,0.07180160439528122,0.07301009512981374,0.054478821127099696,0.05595975072571525,0.07027620851377986,0.070634718941912,0.08998224971831864,0.08986317625858335,0.028621810451256075,0.027588848775502113,0.07087379028527145,0.0642847358023594,0.12108298260028716,0.11676363364668653,0.7780147669704212,0.8041310541310541,0.8938835470425097,0.8920227920058107,0.8035078347578347,0.8109508547348174,0.6866096866096866,0.6773148148487775,0.9791221509971509,0.9784989316239316,0.7899305555555556,0.8283564815154443,0.46911502849215114,0.5007478632563539,0.44731195533165224,0.3808582621252435,0.5811431624016531,0.5709134615384616,0.4303151709571523,0.41860754987453125,0.26978276353700886,0.26826032763745034,0.8803507835097463,0.8838675214014842,0.38342236467448737,0.45554665242589776,0.13123219373219372,0.16075498575710842
3,0.012254851957830217,0.012234437183931864,2.0414774012815316e-05,0.06472072871232695,0.06583274290626547,0.0493870669916819,0.050230297395023195,0.0637332796725326,0.06319368718836309,0.08313141243633826,0.0827752747375546,0.024853590524834716,0.024579766807639073,0.06357324274676866,0.05712379752397856,0.10894121020358145,0.10401407421420893,0.8196945163143629,0.8390367600070143,0.9225406695673548,0.9228424090675752,0.8446767164542236,0.8519025327664999,0.7298882565742122,0.7289147052341906,0.9876925988599928,0.987609102244389,0.8358544832474403,0.875049522127339,0.5476857809290837,0.5823347649945455,0.503469432482186,0.4583476653165311,0.634655279900028,0.6292909582526733,0.48520017689472844,0.48573685859206905,0.31470277508117567,0.316250821529736,0.9168195198620177,0.9173316324377213,0.46351562595936513,0.5315436777543631,0.1807179634028327,0.21098942145848554,0.012996464104728609,0.012979278391349179,1.7185734576784694e-05,0.0659317697830859,0.06787918020634146,0.050403990727077186,0.051920245820789086,0.06390743415823943,0.06461215584122303,0.08294058662236925,0.08322001305910257,0.026196775701894635,0.026330116023163597,0.06432378648162058,0.05893289434466182,0.11107331819492697,0.10537247645252111,0.8153593051127899,0.8364049145299145,0.9123664529744716,0.9133368946208573,0.8396100427350427,0.846029202313165,0.7387375356125356,0.7305555555895183,0.9806356837606838,0.9810808404558404,0.8277688746438746,0.8599893162902604,0.5456374644214271,0.5875178062678063,0.5034167682619346,0.4442396723689177,0.6330128205128205,0.622845441612423,0.5056801994471808,0.49371438747287816,0.3285523504443318,0.31530448717948717,0.8994480057319685,0.8997150997490625,0.4720797720882628,0.5251869658204565,0.1875,0.21713853277202344
4,0.010232284895615871,0.010216869507913949,1.5415390209859376e-05,0.05948857316700194,0.062336171029310106,0.046222587817789484,0.04669595925030565,0.059031614639584305,0.058918286307366834,0.07728588552153488,0.07727610101670526,0.022792960126762515,0.022509402857239364,0.057504275771893765,0.05169410319845575,0.09771444243592939,0.09336963253534367,0.8500822793558309,0.8588054954984411,0.9363978446740292,0.936915523690773,0.8710194188141933,0.8754675810473815,0.7683324017556995,0.7668133391831157,0.9905648824367652,0.9907597078731742,0.8739584996834487,0.9051856580878817,0.623497444813813,0.653351419786138,0.5475152500549754,0.49267264412822864,0.673456253150115,0.6739065590323525,0.5354568858056634,0.5313432858769138,0.36011111383808436,0.3618445803590801,0.9323399091556822,0.933291770573566,0.5324087794624617,0.5974259624967042,0.23060555968434945,0.2628346774680656,0.012056798001544343,0.012041221283564604,1.5576700860342904e-05,0.06271553386077072,0.06495444712751781,0.0481225315619398,0.049265260529569074,0.0608871455206151,0.062491566980220487,0.07896976518919666,0.08015051033040058,0.02411636765356417,0.02383102196536725,0.06098391295827267,0.05592320225018467,0.10495332814753056,0.10065285099983386,0.8311966131640296,0.8490740740910555,0.921073717948718,0.9185808404558404,0.852768874660856,0.8569711538461539,0.7606036325125952,0.7503027066036507,0.9815705128205128,0.9823272792022792,0.8478899572649573,0.8743500712080898,0.5920762108092295,0.6179665242165242,0.5356433738840272,0.48681445869794937,0.6629362535952164,0.6616096865927052,0.5411324786324786,0.5210470085554992,0.37364672366370505,0.3495815527065527,0.9143073361823362,0.9120726496235937,0.5105591168430795,0.5641915954415955,0.2187589031360258,0.24670584045584046
5,0.008915315381270187,0.008902659622712129,1.2655755524351487e-05,0.05583289768553455,0.059638712431082194,0.043724338988543596,0.04423611532925954,0.05572522137052634,0.05582171614442086,0.07331050871956017,0.07346179228678139,0.021282735894330305,0.020987583795283024,0.05345168449303137,0.04795980195494619,0.0900553907624419,0.08617204123338877,0.8704727147030669,0.8732826569601018,0.9461212654979279,0.9468783014794028,0.8895706392859155,0.8919196774049037,0.7946505349940323,0.7911586489463388,0.9924952858043048,0.9924451878349425,0.8964390516875688,0.9231875284120711,0.6762555971513408,0.7017404917490877,0.5803668653525447,0.5213330973657714,0.7054849790537276,0.7052550274556244,0.568908893100129,0.5657448512317873,0.39163214193360424,0.3960012223134909,0.9438440152704397,0.9440282836667915,0.5827042615133373,0.6445769811912411,0.27214618165233107,0.30310903007040507,0.011461603209148147,0.011448811224271726,1.2792008427981637e-05,0.0612195508018603,0.06446645069771852,0.04730799649059348,0.04797643933583189,0.06022478342374675,0.060958108631230655,0.07768677436133735,0.07837673756386819,0.023627966151511737,0.02322629508973654,0.059461826593893714,0.05424052250287641,0.10111846350812674,0.0971817658030749,0.8391573842604276,0.8506677350257537,0.9241898148148148,0.9232104700854701,0.8594907407577221,0.8677439458689459,0.7664975071394885,0.760630341931286,0.9819266381766382,0.9819711538461539,0.8552795584045584,0.8828347578347578,0.6129985754815941,0.6416043447293447,0.5490994350215224,0.49234330484330485,0.674029558387577,0.6796029202449017,0.5455306267891175,0.5342948717778904,0.3837250712250712,0.36826923077772145,0.9161769943019943,0.9161324786324786,0.5291310541140728,0.5863603988603988,0.24634081197430266,0.26635505698430234
6,0.007970587041203793,0.0079602305490791,1.0356496830158407e-05,0.05311670511732715,0.05754630311216733,0.041886754277569355,0.04243387650973142,0.05325987397307894,0.05345463653476289,0.07035021640965533,0.07062897853232127,0.02015237524636995,0.01988853496825505,0.05031660192098308,0.04518267391551462,0.08445853067911686,0.08095778540469571,0.8855659356841763,0.8848608543238353,0.9532418952618454,0.9541480734779778,0.9025632885158975,0.9042115309058367,0.8138486142998537,0.809046503197565,0.9938602155325971,0.9938490826505165,0.9127955588213184,0.9371376054903601,0.7153009179651758,0.7374925908772259,0.6051765822264322,0.5435698776428581,0.728079739078152,0.7270889125729865,0.5963654594995562,0.5917385953216736,0.41783395575211485,0.420699521209109,0.9514383683648023,0.951482324051101,0.6192485227846445,0.6794858604701423,0.30477454762017975,0.33548959344360046,0.011050732967515405,0.01104023571403437,1.0497256762837745e-05,0.06016078229431074,0.063688660961207,0.046580498295164856,0.04746668707536921,0.059154164980025035,0.05993820761099585,0.07631751025185796,0.07715823498695155,0.023745134060252512,0.02343573461703298,0.05822683509672724,0.05306321220668802,0.09939136538665179,0.09392389426395255,0.846855856499441,0.854380341931286,0.9254362535612536,0.9277065527065527,0.8658297720797721,0.8705484330484331,0.7794159544668986,0.7728365384615384,0.9819711538461539,0.9817485754985755,0.8624465811965812,0.8896011396011396,0.6331018518518519,0.6641025640855828,0.5599174278435374,0.49800569803966077,0.6873041310711124,0.6810452279202279,0.5626424501764129,0.550106837623819,0.3948539886039886,0.3749465812050719,0.9192040598290598,0.9197827635327636,0.550774572666554,0.6038283475613662,0.25070334758683827,0.2857282763702577
7,0.007244167657898182,0.007235332897134021,8.834763221792971e-06,0.050978808489597946,0.05584914664866281,0.04042628375925508,0.04096983861155598,0.05138801673634922,0.051625400534119306,0.06815313829535749,0.06851562145283883,0.0192024720927928,0.018979858524936787,0.047918255112754694,0.042953319215531936,0.08002090186615898,0.07672223287107344,0.8968080062330257,0.8941362726229725,0.9583952679916935,0.9598481091032004,0.911763463871395,0.913495202876938,0.8262400878974879,0.8227505051966533,0.9948120769504809,0.9947174474527966,0.9244856608478803,0.9459815286298983,0.7457560685698486,0.7661219488206944,0.6259211878898435,0.5625159315337565,0.7463059945594046,0.7455366740118026,0.6172574644076854,0.61220697486872,0.43942733222069924,0.4406903385001228,0.9585010303714584,0.9588572825980348,0.6491247635211306,0.7083461297484195,0.33407629325609,0.36412893259572016,0.010877864697000856,0.010869447145865768,8.417532516973101e-06,0.05890117105404366,0.06198693908740398,0.045692235969028244,0.04625744389587658,0.05765429032207639,0.058503906717497396,0.07420045987535746,0.07593690909636326,0.022808145103509144,0.022539145684671028,0.057417663318394256,0.0516437339593797,0.09742055017702769,0.0936537734537977,0.8516382086395877,0.8581285612535613,0.9304665242165242,0.9297987891737892,0.8731659544668986,0.8743767806267806,0.7893874644384086,0.7766203703703703,0.9857104700854701,0.9861556267806267,0.8638710826210826,0.8929398148148148,0.6446759259259259,0.6659989316239316,0.5696643046355485,0.5141292734872921,0.6900730057489498,0.6929220085979527,0.5723557692137878,0.5571403134072948,0.4108974358804545,0.3855502136752137,0.9200409544668986,0.9212428775438216,0.558858618267581,0.6184561965811965,0.2680021367351554,0.2959668803588617
8,0.006666302842631841,0.006658687612531547,7.61523241059576e-06,0.049089858213543766,0.05435678620113038,0.03906108049385842,0.039529639140957924,0.049534813501936156,0.04993377905305824,0.0659202166514801,0.0665006720970906,0.018344282466748355,0.01814128023279963,0.04585239251310455,0.04119625964208954,0.07637182290101438,0.07342510786681232,0.9064212503767031,0.902406852324747,0.9634229159244745,0.9641688190238689,0.9207427091113519,0.921606083314615,0.8404011139039005,0.8345446420875273,0.9955245814036338,0.9955412807267545,0.9337848804686729,0.9533860468868688,0.7706413231033594,0.7873045603363464,0.6443125323538769,0.5780662644480656,0.7637439268230755,0.7629051217414494,0.638614746995103,0.6319449989554463,0.46007940432207417,0.46004255064227295,0.9632776126154046,0.9635615011084576,0.6763440843659616,0.7316150049701211,0.3576568891813545,0.3882105082092992,0.010606688459899987,0.010596178915481643,1.0509542864681934e-05,0.05835807067939104,0.06217618321899081,0.046108060895844745,0.04669488295700475,0.057702818092096736,0.05873130639733752,0.07377788795428908,0.07518630480112513,0.022728388408660635,0.02229194119280772,0.05646553263068199,0.05085922882725031,0.09548848636575744,0.0904438668315397,0.8553336959364067,0.8595085470085471,0.9301549145299145,0.9265936609686609,0.8731303418803419,0.8744212962962963,0.7925035613045054,0.7813390313390314,0.9850427350427351,0.984909188034188,0.8668981481481481,0.8969907407407407,0.6603009259259259,0.6875445156695157,0.5774627650246831,0.5137820512990326,0.6918981481990923,0.6911502849002849,0.5763977920567548,0.5615562678572119,0.42263176638176636,0.40119301992603856,0.9184472934472935,0.9208511396011396,0.5766737891568078,0.6310986467236467,0.2802528490198304,0.3210826210911118
9,0.006196935392017395,0.006190036064595127,6.899322788084182e-06,0.04754651849342913,0.05303165167875357,0.03802902720461154,0.03832096147965102,0.04817313786515104,0.04853192625463136,0.0642104649343629,0.06498860918107537,0.017712941183401706,0.017481156565463965,0.044070269499076276,0.039683270483802956,0.07330452490665648,0.0705667763024749,0.9139672927916751,0.9085683267142877,0.9673299816927113,0.9671802636266477,0.9272844290176999,0.9280353227161112,0.8509389626245122,0.8436524913028164,0.9960756590666192,0.9961313234770217,0.9409890068588114,0.9584620652841765,0.7911782274583417,0.805748290912851,0.6601670265017262,0.5938110389041017,0.7765812915353364,0.7783180211398965,0.6554649398659828,0.6478389156408313,0.4769902522023734,0.4741803511504733,0.9677418983296903,0.9677975627400929,0.6981946688064443,0.7518879832387353,0.38292795566209575,0.410436155609614,0.010454551634866947,0.01044689443896384,7.657202102243244e-06,0.05784165562578925,0.061089312148272484,0.045576478832234174,0.04624949355591142,0.05707231499626171,0.05870609346809041,0.07325954012774419,0.07462678946278713,0.02327889852634395,0.02251549093769147,0.055007692296429406,0.05099646545989051,0.09316780620342137,0.09039511733775975,0.8579820340600108,0.8625356125356125,0.9308671652421653,0.9300658831908832,0.8758457977207977,0.8753561253561254,0.7930466524216524,0.7861467236467237,0.9821937321937322,0.9824163105413105,0.8737535612535613,0.8948094729344729,0.6763265669515669,0.6904024216863844,0.5844202214836055,0.5298789174128802,0.6921741452991453,0.703659188034188,0.584731125339144,0.5655092592762406,0.42615740744137015,0.4091257122676936,0.9188924501424501,0.921340811965812,0.5967592592762406,0.6308849715439343,0.2992254274013715,0.3191239316324223
10,0.005797251823995598,0.005790992717099043,6.259106217087315e-06,0.046168978335644414,0.0517438078232144,0.03696329707772835,0.0373298517007966,0.04685846453623486,0.0472847864006576,0.06267875818569528,0.06351106888460314,0.01712893700893367,0.0168581527301469,0.042606663601197595,0.03837624780991651,0.07076255545500529,0.06809410439504926,0.9204634774461691,0.9156060357152418,0.9701193444959031,0.9701304773779836,0.9331798659107376,0.9323454755967224,0.8596014965671979,0.8513848537497559,0.9967102333452084,0.9966991004631279,0.9472679523522207,0.9633227199857499,0.8074955775574683,0.8221616141304326,0.6742237228004373,0.6067796948544699,0.7893585770802011,0.7903755082751153,0.6705221628798765,0.6634255263955728,0.49293369101509743,0.4894045673955748,0.9711547025293908,0.9714330245814037,0.7160061284618358,0.7683162782639849,0.40356831903936685,0.4316299000020379,0.010435404906718012,0.010427712197840066,7.692697334942508e-06,0.05728728469047281,0.06090047965065027,0.044464835634407326,0.045392684407659575,0.05629476648821705,0.05817937118630124,0.07260409884282157,0.07492141287635874,0.022286101533604143,0.021918192362556092,0.05519020059371521,0.05011054715592722,0.0936821788984571,0.08878980442202329,0.859593501160627,0.8645833333333334,0.9319355413105413,0.9322471509971509,0.8772257834757835,0.8754006410256411,0.7944177350936792,0.781784188034188,0.9826834045584045,0.9828169515669516,0.8740206552706553,0.9010416666666666,0.6766737892247333,0.6998842592932221,0.5910612761953108,0.5351406694986881,0.7102831197090638,0.7114939458689459,0.5948628917378918,0.567076210877155,0.4399661680741867,0.40254629634724043,0.9232104700854701,0.9257923789173789,0.5945868946378388,0.6417824074074074,0.30238603993698404,0.3346688034188034
